weekDay,date,Activity Type,dateTime,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Run Type,Distance Type,Weather,Location,Shoes
Saturday,3/2/2019,,2019-03-02 15:15:00,,,6.01,,00:47:09,,,,,,7:50,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,,Old Lexington,Brooks Revel 1
Sunday,3/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,3/4/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,3/5/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,3/6/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,3/7/2019,,2019-03-07 18:09:00,,,3.42,,00:27:01,,,,,,7:54,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"57, partly cloudy",Barnett Shoals,Brooks Revel 1
Friday,3/8/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,3/9/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,3/10/2019,,2019-03-10 18:21:00,,,3.01,,00:22:02,,,,,,7:19,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"70, partly cloudy",Barnett Shoals,Brooks Revel 1
Monday,3/11/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,3/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,3/13/2019,,2019-03-13 18:02:00,,,4.01,,00:29:06,,,,,,7:15,,,,,,,,,,,,,,,,,,Tempo,Short Distance,,Barnett Shoals,Brooks Revel 1
Thursday,3/14/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,3/15/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,3/16/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,3/17/2019,,2019-03-17 11:43:00,,,6.02,,00:46:52,,,,,,7:47,,,,,,,,,,,,,,,,,,Distance,Mid Distance,"50, sunny",Old Lexington,Brooks Revel 1
Monday,3/18/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,3/19/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,3/20/2019,,2019-03-20 18:13:00,,,5.01,,00:37:42,,,,,,7:31,,,,,,,,,,,,,,,,,,Tempo,Mid Distance,"63, sunny",Barnett Shoals,Brooks Revel 1
Thursday,3/21/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,3/22/2019,,2019-03-22 18:43:00,,,4.51,,00:35:37,,,,,,7:53,,,,,,,,,,,,,,,,,,Recovery,Short Distance,"66, sunny",Old Lexington,Brooks Revel 1
Saturday,3/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,3/24/2019,,2019-03-24 12:33:00,,,7.01,,00:59:31,,,,,,8:29,,,,,,,,,,,,,,,,,,Distance,Mid Distance,"65,sunny",Old Lexington,Brooks Revel 1
Monday,3/25/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,3/26/2019,,2019-03-26 18:13:00,,,4.01,,00:29:58,,,,,,7:28,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"61,cloudy",Barnett Shoals,Brooks Revel 1
Wednesday,3/27/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,3/28/2019,,2019-03-28 17:24:00,,,1.01,,00:6:55,,,,,,6:51,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"67,sunny",Whitehall,Nike Legend React
Friday,3/29/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,3/30/2019,,2019-03-30 14:40:00,,,7:03,,00:57:06,,,,,,8:08,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"74,partly cloudy",Old Lexington,Nike Legend React
Sunday,3/31/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,4/1/2019,,2019-04-01 18:17:00,,,4.82,,00:34:43,,,,,,7:10,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"61,sunny","Snapfinger, Barnett Shoals",Nike Legend React
Tuesday,4/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,4/3/2019,,2019-04-03 18:13:00,,,5.01,,00:36:25,,,,,,7:16,,,,,,,,,,,,,,,,,,Tempo,Mid Distance,"73,sunny","Snapfinger, Barnett Shoals",Nike Legend React
Thursday,4/4/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,4/5/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,4/6/2019,,2019-04-06 15:48:00,,,8.02,,1:05:29,,,,,,8:10,,,,,,,,,,,,,,,,,,Distance,Long Distance,"71,cloudy","Snapfinger, Old Lexington",Nike Legend React
Sunday,4/7/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,4/8/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,4/9/2019,,2019-04-09 18:16:00,,,5.01,,00:36:25,,,,,,7:16,,,,,,,,,,,,,,,,,,Tempo,Mid Distance,"74,partly cloudy","Snapfinger, Barnett Shoals",Nike Legend React
Wednesday,4/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,4/11/2019,,2019-04-11 18:25:00,,,5.01,,00:39:19,,,,,,7:51,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"80,partly cloudy","Snapfinger, Barnett Shoals",Nike Legend React
Friday,4/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,4/13/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,4/14/2019,,2019-04-14 7:18:00,,,8.01,,1:04:41,,,,,,8:05,,,,,,,,,,,,,,,,,,Distance,Long Distance,"69,cloudy","Snapfinger, Old Lexington",Nike Legend React
Monday,4/15/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,4/16/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,4/17/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,4/18/2019,,2019-04-18 18:43:00,,,3.02,,00:23:18,,,,,,7:43,,,,,,,,,,,,,,,,,,Recovery,Short Distance,"78,partly cloudy",Snapfinger,Nike Legend React
Friday,4/19/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,4/20/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,4/21/2019,,2019-04-21 9:11:00,,,8.02,,1:02:35,,,,,,7:49,,,,,,,,,,,,,,,,,,Recovery,Long Distance,"52,sunny","Snapfinger, Old Lexington",Nike Legend React
Monday,4/22/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,4/23/2019,,2019-04-23 18:50:00,,,5.02,,00:37:07,,,,,,7:24,,,,,,,,,,,,,,,,,,Tempo,Mid Distance,"82,sunny","Snapfinger, Barnett Shoals",Nike Legend React
Wednesday,4/24/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,4/25/2019,,2019-04-25 16:02:00,,,5.01,,00:38:42,,,,,,7:44,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"75,sunny","Snapfinger, Barnett Shoals",Nike Legend React
Friday,4/26/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,4/27/2019,,2019-04-27 13:56:00,,,8.02,,1:10:02,,,,,,8:44,,,,,,,,,,,,,,,,,,Distance,Long Distance,"72,sunny",College Station to Campus,Nike Legend React
Sunday,4/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,4/29/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,4/30/2019,,2019-04-30 19:23:00,,,5,,00:38:38,,,,,,7:44,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"83,sunny","Snapfinger, Barnett Shoals",Nike Legend React
Wednesday,5/1/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,5/2/2019,,2019-05-02 18:27:00,,,2.47,,00:19:34,,,,,,7:55,,,,,,,,,,,,,,,,,,Recovery,Short Distance,"84,sunny","Snapfinger, Barnett Shoals",Nike Legend React
Friday,5/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,5/4/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,5/5/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,5/6/2019,,2019-05-06 18:11:00,,,5.04,,00:39:20,,,,,,7:49,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"83,sunny","Snapfinger, Barnett Shoals",Nike Legend React
Tuesday,5/7/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,5/8/2019,,2019-05-08 18:11:00,,,5,,00:39:40,,,,,,7:56,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"85,sunny","Snapfinger, Barnett Shoals",Nike Legend React
Thursday,5/9/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,5/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,5/11/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,5/12/2019,,2019-05-12 7:15:00,,,8.03,,1:04:50,,,,,,8:05,,,,,,,,,,,,,,,,,,Distance,Long Distance,"66,partly cloudy","Snapfinger, Old Lexington",Nike Legend React
Monday,5/13/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,5/14/2019,,2019-05-14 18:12:00,,,5.01,,00:36:57,,,,,,7:23,,,,,,,,,,,,,,,,,,Tempo,Mid Distance,"75,sunny","Snapfinger, Barnett Shoals",Nike Legend React
Wednesday,5/15/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,5/16/2019,,2019-05-16 18:28:00,,,5,,00:37:54,,,,,,7:35,,,,,,,,,,,,,,,,,,Tempo,Mid Distance,"85,sunny","Snapfinger, Barnett Shoals",Nike Legend React
Friday,5/17/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,5/18/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,5/19/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,5/20/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,5/21/2019,,2019-05-21 18:17:00,,,5.02,,00:39:46,,,,,,7:55,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"90,sunny","Snapfinger, Barnett Shoals",Nike Legend React
Wednesday,5/22/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,5/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,5/24/2019,,2019-05-24 19:00:00,,,5.02,,00:41:57,,,,,,8:22,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"92,partly cloudy","Snapfinger, Barnett Shoals",Nike Legend React
Saturday,5/25/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,5/26/2019,,2019-05-26 8:57:00,,,5.86,,00:52:12,,,,,,8:55,,,,,,,,,,,,,,,,,,Distance,Mid Distance,"74,sunny","Snapfinger, Old Lexington",Nike Legend React
Monday,5/27/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,5/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,5/29/2019,,2019-05-29 18:17:00,,,5,,00:39:18,,,,,,7:52,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"95,sunny","Snapfinger, Barnett Shoals",Nike Legend React
Thursday,5/30/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,5/31/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,6/1/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,6/2/2019,,2019-06-02 8:09:00,,,8.01,,1:04:20,,,,,,8:02,,,,,,,,,,,,,,,,,,Distance,Long Distance,"65,sunny","Snapfinger, Old Lexington",Nike Legend React
Monday,6/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,6/4/2019,,2019-06-04 18:09:00,,,5.01,,00:38:46,,,,,,7:44,,,,,,,,,,,,,,,,,,Tempo,Mid Distance,"89,sunny","Snapfinger, Barnett Shoals",Nike Legend React
Wednesday,6/5/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,6/6/2019,,2019-06-06 18:01:00,,,5,,00:38:01,,,,,,7:37,,,,,,,,,,,,,,,,,,Tempo,Mid Distance,"76,cloudy","Snapfinger, Barnett Shoals",Nike Legend React
Friday,6/7/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,6/8/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,6/9/2019,,2019-06-09 15:00:00,,,6.01,,00:48:42,,,,,,8:06,,,,,,,,,,,,,,,,,,Distance,Mid Distance,"72,cloudy",Old Lexington,Nike Legend React
Monday,6/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,6/11/2019,,2019-06-11 17:23:00,,,5.02,,00:40:39,,,,,,8:06,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"86,partly cloudy","Snapfinger, Barnett Shoals",Nike Legend React
Wednesday,6/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,6/13/2019,,2019-06-13 18:00:00,,,5.01,,00:37:48,,,,,,7:33,,,,,,,,,,,,,,,,,,Tempo,Mid Distance,"80,partly cloudy","Snapfinger, Barnett Shoals",Nike Legend React
Friday,6/14/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,6/15/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,6/16/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,6/17/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,6/18/2019,,2019-06-18 17:48:00,,,4.01,,00:30:08,,,,,,7:31,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"81,partly cloudy",Barnett Shoals,Nike Legend React
Wednesday,6/19/2019,,2019-06-19 18:00:00,,,3.01,,00:24:20,,,,,,8:05,,,,,,,,,,,,,,,,,,Recovery,Short Distance,"85,partly cloudy",Barnett Shoals,Nike Legend React
Thursday,6/20/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,6/21/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,6/22/2019,,2019-06-22 7:45:00,,,10.01,,1:23:00,,,,,,8:18,,,,,,,,,,,,,,,,,,Distance,Long Distance,"69, sunny","Snapfinger, Old Lexington",Nike Legend React
Sunday,6/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,6/24/2019,,2019-06-24 17:42:00,,,2.33,,00:14:47,,,,,,6:21,,,,,,,,,,,,,,,,,,Track,Track,"90, sunny",Track,Nike Legend React
Tuesday,6/25/2019,,2019-06-25 17:48:00,,,3.46,,00:30:03,,,,,,8:41,,,,,,,,,,,,,,,,,,,Short-Distance,"86, partly cloudy",Barnett Shoals,Nike Legend React
Wednesday,6/26/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,6/27/2019,,2019-06-27 18:35:00,,,4.95,,00:43:14,,,,,,8:44,,,,,,,,,,,,,,,,,,Recovery,Mid-Distance,"87, sunny",Campus,Nike Legend React
Friday,6/28/2019,,2019-06-28 17:35:00,,,3.53,,00:27:47,,,,,,7:52,,,,,,,,,,,,,,,,,,Recovery,Short-Distance,"90, partly cloudy",Barnet Shoals,Nike Legend React
Saturday,6/29/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,6/30/2019,,2019-06-30 7:33:00,,,12.01,,1:48:24,,,,,,9:02,,,,,,,,,,,,,,,,,,Distance,Long Distance,"73, sunny","Snapfinger, Old Lexington, Whit Davis",Nike Legend React
Monday,7/1/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,7/2/2019,,2019-07-02 17:38:00,,,2.66,,00:16:53,,,,,,6:20,,,,,,,,,,,,,,,,,,Track,Track,"97, partly cloudy",Track,Nike Legend React
Wednesday,7/3/2019,,2019-07-03 17:37:00,,,4.01,,00:33:33,,,,,,8.22,,,,,,,,,,,,,,,,,,Recovery,Short-Distance,"94, partly cloudy","Barnet Shoals, Old Lexington neighborhood",Nike Legend React
Thursday,7/4/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,7/5/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,7/6/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,7/7/2019,,2019-07-07 9:18:00,,,3.01,,00:22:45,,,,,,7:33,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"84, sunny","Ft. Pierce, FL",Nike Legend React
Monday,7/8/2019,,2019-07-08 18:23:00,,,5,,00:41:57,,,,,,8:23,,,,,,,,,,,,,,,,,,Recovery,Short Distance,"93, partly cloudy","Snapfinger, Barnett Shoals",Nike Legend React
Tuesday,7/9/2019,,2019-07-09 17:45:00,,,3.57,,00:28:57,,,,,,8:11,,,,,,,,,,,,,,,,,,Recovery,Short Distance,,"Snapfinger, Barnett Shoals",Nike Legend React
Wednesday,7/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,7/11/2019,,2019-07-11 17:44:00,,,3.47,,00:29:43,,,,,,8:35,,,,,,,,,,,,,,,,,,Recovery,Short Distance,,,Nike Legend React
Friday,7/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,7/13/2019,,2019-07-13 7:24:00,,,10,,1:22:37,,,,,,8:16,,,,,,,,,,,,,,,,,,Distance,Long Distance,"75,sunny","Old Lexington, Whit Davis",Nike Legend React
Sunday,7/14/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,7/15/2019,,2019-07-15 18:04:00,,,5.01,,00:46:27,,,,,,9:16,,,,,,,,,,,,,,,,,,Recovery,Mid-Distance,"94,partly cloudy","Snapfinger, Old Lexington neighborhood",Nike Legend React
Tuesday,7/16/2019,,2019-07-16 17:55:00,,,2.4,,00:16:40,,,,,,6:56,,,,,,,,,,,,,,,,,,Track,Track,"96,sunny",Track,Nike Legend React
Wednesday,7/17/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,7/18/2019,,2019-07-18 18:28:00,,,2.8,,00:24:37,,,,,,8:46,,,,,,,,,,,,,,,,,,Recovery,Short Distance,"88,sunny",Snapfinger,Nike Legend React
Friday,7/19/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
