weekDay,date,Activity Type,dateTime,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Run Type,Distance Type,Weather,Location,Shoes
Sunday,5/17/2020,Running,5/17/2020 6:56,FALSE,Athens Running,12,"1,457",1:29:35,168,177,4.8,155,184,7:28,6:00,655,614,1.39,0,0,0,0,0,1:29:35,0:00,0,0:00,No,00:01.1,13,0,Distance,Long Distance,"61,sunny","College Station, Campus",Nike Zoom Fly 3
Monday,5/18/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,5/19/2020,Running,5/19/2020 7:05,FALSE,Athens Running,4.01,471,0:27:40,172,184,3.6,157,169,6:54,5:51,255,227,1.48,0,0,0,0,0,27:40:00,0:00,0,0:00,No,00:01.9,5,0,Steady,Short Distance,"66,raining","Snapfinger, Barnett Shoals",Brooks Ghost 11
Tuesday,5/19/2020,Running,5/19/2020 16:27,FALSE,Athens Running,1.53,158,0:10:45,153,177,2.3,151,170,7:02,6:09,163,171,1.51,0,0,0,0,0,10:45,0:00,0,0:00,No,03:49.4,2,0,Steady,Short Distance,"75,cloudy",Whitehall Village,Nike Pegasus 36
Wednesday,5/20/2020,Running,5/20/2020 14:05,FALSE,Athens Running,3.26,366,0:21:45,170,182,3.2,161,174,6:40,5:40,115,33,1.5,0,0,0,0,0,21:45,0:00,0,0:00,No,01:48.1,4,0,Steady,Short Distance,"55,cloudy",Barnett Shoals,Nike Pegasus 36
Thursday,5/21/2020,Running,5/21/2020 6:45,FALSE,Athens Running,3.01,340,0:20:59,165,185,3.1,161,192,6:59,4:55,58,66,1.41,0,0,0,0,0,20:59,0:00,0,0:00,No,00:37.9,16,0,Track,Short Distance,"55,cloudy",Track,Nike Pegasus 36
Friday,5/22/2020,Running,5/22/2020 6:33,FALSE,Athens Running,6.02,767,0:43:18,174,185,4.3,159,174,7:12,6:26,389,306,1.41,0,0,0,0,0,43:18:00,0:00,0,0:00,No,00:07.6,7,0,Recovery,Mid Distance,,,Nike Pegasus 36
Saturday,5/23/2020,Running,5/23/2020 9:32,FALSE,Athens Running,2.14,226,0:13:55,163,177,2.7,162,189,6:30,4:51,--,2,1.52,0,0,0,0,0,13:55,0:00,0,0:00,No,01:10.6,3,0,Steady,Short Distance,"77,sunny",IM Fields,Barefoot
Sunday,5/24/2020,Running,5/24/2020 7:06,FALSE,Athens Running,12.01,"1,512",1:30:00,171,181,5,152,184,7:30,4:54,684,643,1.39,0,0,0,0,0,1:30:00,0:00,0,0:00,No,00:01.5,13,0,Distance,Long Distance,"68,sunny","College Station, Campus",Nike Zoom Fly 3
Monday,5/25/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Tuesday,5/26/2020,Running,5/26/2020 6:59,FALSE,Athens Running,5.05,625,0:36:36,169,182,3.8,157,189,7:15,3:44,292,217,1.42,0,0,0,0,0,36:36:00,0:00,0,0:00,No,00:14.6,6,0,Recovery,Mid Distance,"70,cloudy","Barnett Shoals, Ashton Place, Old Lexington",Nike Pegasus 36
Wednesday,5/27/2020,Running,5/27/2020 6:42,FALSE,Athens Running,4.66,543,0:33:23,166,183,3.4,158,186,7:10,4:15,82,89,1.4,0,0,0,0,0,33:23:00,0:00,0,0:00,No,00:00.6,17,0,Track,Short Distance,"70,cloudy,misty rain",Track,Nike Pegasus 36
Thursday,5/28/2020,Running,5/28/2020 6:53,FALSE,Athens Running,6.27,787,0:46:20,167,178,4,155,184,7:24,5:25,404,325,1.4,0,0,0,0,0,46:20:00,0:00,0,0:00,No,01:38.3,7,0,Recovery,Mid Distance,"70,cloudy,humid","Snapfinger, Ashton Place, Barnett Shoals",Nike Pegasus 36
Friday,5/29/2020,Running,5/29/2020 7:12,FALSE,Athens Running,3.12,354,0:20:29,169,183,3.2,155,170,6:34,5:48,108,18,1.58,0,0,0,0,0,20:29,0:00,0,0:00,No,00:45.9,4,0,Steady,Short Distance,"72,cloudy, between rains",Barnett Shoals,Nike Pegasus 36
Saturday,5/30/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Sunday,5/31/2020,Running,5/31/2020 7:34,FALSE,Athens Running,10.01,"1,287",1:14:19,170,181,4.9,153,166,7:26,6:10,721,678,1.42,0,0,0,0,0,1:14:19,0:00,0,0:00,No,00:01.7,11,0,Distance,Long Distance,"68,sunny","Snapfinger, Ashton Place, Old Lexington",Nike Pegasus 36
Monday,6/1/2020,Running,6/1/2020 6:46,FALSE,Athens Running,4.01,465,0:26:58,170,180,3.4,157,173,6:44,5:41,192,111,1.52,0,0,0,0,0,26:58:00,0:00,0,0:00,No,00:01.1,5,0,Recovery,Short Distance,"68,clear",Barnett Shoals,Nike Pegasus 36
Tuesday,6/2/2020,Running,6/2/2020 6:45,FALSE,Athens Running,4.57,540,0:32:43,166,185,3.4,156,184,7:10,5:18,121,134,1.42,0,0,0,0,0,32:43:00,0:00,0,0:00,No,02:09.9,12,0,Track,Short Distance,"63,clear",Track,Nike Pegasus 36
Wednesday,6/3/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Thursday,6/4/2020,Running,6/4/2020 7:03,FALSE,Athens Running,5.33,649,0:38:54,168,195,3.7,159,192,7:18,4:55,145,153,1.37,0,0,0,0,0,38:54:00,0:00,0,0:00,No,00:04.5,17,0,Track,Mid Distance,"70,clear",Track,Nike Pegasus 36
Friday,6/5/2020,Running,6/5/2020 6:44,FALSE,Athens Running,7.01,911,0:51:27,174,184,4.5,156,194,7:20,6:18,420,379,1.41,0,0,0,0,0,51:27:00,0:00,0,0:00,No,00:02.7,8,0,Recovery,Mid Distance,"70,clear,foggy,humid","Barnett Shoals, Old Lexington",Brooks Ghost 11
Saturday,6/6/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,6/7/2020,Running,6/7/2020 6:50,FALSE,Athens Running,13.12,"1,634",1:36:51,169,178,5,153,171,7:23,6:11,665,632,1.42,0,0,0,0,0,1:36:51,0:00,0,0:00,No,00:41.1,14,0,Distance,Long Distance,"70,clear,humid","College Station, Campus, Barnet Shoals",Nike Zoom Fly 3
Monday,6/8/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Tuesday,6/9/2020,Running,6/9/2020 6:50,FALSE,Athens Running,5.16,596,0:36:28,166,184,3.4,155,181,7:04,4:59,101,114,1.45,0,0,0,0,0,36:28:00,0:00,0,0:00,No,01:28.8,14,0,Track,Mid Distance,"73,clear,humid,muggy",Track,Nike Pegasus 36
Tuesday,6/9/2020,Running,6/9/2020 17:11,FALSE,Athens Running,2.01,235,0:13:48,167,179,2.7,154,170,6:52,6:04,221,187,1.52,0,0,0,0,0,13:48,0:00,0,0:00,No,00:02.9,3,0,Recovery,Short Distance,"82,cloudy,about to rain,humid and muggy",Whitehall Village,Nike Pegasus 36
Wednesday,6/10/2020,Running,6/10/2020 6:56,FALSE,Athens Running,3.27,391,0:22:50,168,181,3.2,159,169,6:59,6:26,131,41,1.45,0,0,0,0,0,22:50,0:00,0,0:00,No,01:49.6,4,0,Recovery,Short Distance,"73,cloudy,humid",Barnett Shoals,Nike Pegasus 36
Thursday,6/11/2020,Running,6/11/2020 6:59,FALSE,Athens Running,3.28,389,0:24:02,162,182,3,150,190,7:20,4:15,29,24,1.42,0,0,0,0,0,24:02:00,0:00,0,0:00,No,00:02.2,15,0,Track,Short Distance,"72,clear",Track,Nike Pegasus 36
Friday,6/12/2020,Running,6/12/2020 6:36,FALSE,Athens Running,6.22,779,0:43:40,172,183,4.2,157,167,7:01,6:01,401,380,1.46,0,0,0,0,0,43:40:00,0:00,0,0:00,No,01:23.1,7,0,Steady,Mid Distance,"68,clear","Barnett Shoals, Ashton Place, Old Lexington",Nike Pegasus 36
Saturday,6/13/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Sunday,6/14/2020,Running,6/14/2020 6:52,FALSE,Athens Running,12.3,"1,557",1:30:28,169,177,5,152,178,7:21,4:51,695,649,1.44,0,0,0,0,0,1:30:28,0:00,0,0:00,No,02:04.2,13,0,Distance,Long Distance,"66,clear","College Station, Campus",Nike Zoom Fly 3
Monday,6/15/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest/Cross Train,,,,
Tuesday,6/16/2020,Running,6/16/2020 6:28,FALSE,Athens Running,5.01,603,0:34:28,170,180,3.7,157,174,6:53,4:40,304,320,1.5,0,0,0,0,0,34:28:00,0:00,0,0:00,No,00:02.3,6,0,Steady,Mid Distance,"61,cloudy","Snapfinger, Barnett Shoals",Nike Pegasus 36
Wednesday,6/17/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Thursday,6/18/2020,Running,6/18/2020 6:44,FALSE,Athens Running,5,556,0:34:54,162,181,3.1,158,196,6:59,4:46,117,112,1.44,0,0,0,0,0,34:54:00,0:00,0,0:00,No,00:03.2,15,0,Track,Mid Distance,"63,partly cloudy",Track,Nike Pegasus 36
Friday,6/19/2020,Running,6/19/2020 6:27,FALSE,Athens Running,6.23,775,0:43:43,171,183,4.2,154,173,7:01,5:36,424,389,1.49,0,0,0,0,0,43:43:00,0:00,0,0:00,No,01:19.0,7,0,Recovery,Mid Distance,"64,clear","Barnett Shoals, Ashton Place, Old Lexington",Nike Pegasus 36
Saturday,6/20/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Sunday,6/21/2020,Running,6/21/2020 6:37,FALSE,Athens Running,10.01,"1,314",1:15:03,170,181,4.9,151,162,7:30,6:37,627,585,1.43,0,0,0,0,0,1:15:03,0:00,0,0:00,No,00:01.7,11,0,Distance,Long Distance,"66,sunny","Snapfinger, Ashton Place, Old Lexington",Nike Pegasus 36
Monday,6/22/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,6/23/2020,Running,6/23/2020 6:42,FALSE,Athens Running,6.09,710,0:44:44,164,189,3.5,154,222,7:21,4:56,21,17,1.4,0,0,0,0,0,44:44:00,0:00,0,0:00,No,00:01.3,17,0,Track,Mid Distance,"70,clear",Track,Nike Pegasus 36
Wednesday,6/24/2020,Running,6/24/2020 5:56,FALSE,Athens Running,5.01,639,0:36:52,168,180,3.7,153,166,7:21,6:28,322,254,1.43,0,0,0,0,0,36:52:00,0:00,0,0:00,No,00:04.2,6,0,Recovery,Mid Distance,"70,clear","Barnett Shoals, Ashton Place, Old Lexingotn",Nike Pegasus 36
Thursday,6/25/2020,Running,6/25/2020 17:49,FALSE,Athens Running,4.95,716,0:44:49,157,171,3.4,146,160,9:03,7:16,309,309,1.21,0,0,0,0,0,44:49:00,0:00,0,0:00,No,07:59.4,5,0,Recovery,Mid Distance,"84,clear",Campus,Nike Pegasus 36
Friday,6/26/2020,Running,6/26/2020 7:01,FALSE,Athens Running,1.63,191,0:12:26,155,179,2.3,143,184,7:37,4:29,10,16,1.4,0,0,0,0,0,12:26,0:00,0,0:00,No,01:20.5,8,0,Track,Short Distance,"70,sunny",Track,Nike Pegasus 36
Saturday,6/27/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,6/28/2020,Running,6/28/2020 7:06,FALSE,Athens Running,11.01,"1,426",1:23:27,169,180,4.9,152,201,7:35,6:28,687,637,1.39,0,0,0,0,0,1:23:27,0:00,0,0:00,No,00:02.2,12,0,Distance,Long Distance,"72,sunny","College Station, Campus",Nike Zoom Fly 3
Monday,6/29/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,6/30/2020,Running,6/30/2020 6:47,FALSE,Athens Running,5.6,671,0:40:13,167,188,3.5,154,184,7:11,5:13,46,46,1.44,0,0,0,0,0,40:13:00,0:00,0,0:00,No,00:01.0,15,0,Track,Mid Distance,"72,sunny",Track,Nike Pegasus 36
Wednesday,7/1/2020,Running,7/1/2020 6:33,FALSE,Athens Running,6.23,838,0:47:34,171,183,4.3,153,167,7:38,6:45,451,357,1.37,0,0,0,0,0,47:34:00,0:00,0,0:00,No,01:39.8,7,0,Recovery,Mid Distance,"72, sunny","Snapfinger, Old Lexington",Nike Zoom Fly 3
Thursday,7/2/2020,Running,7/2/2020 7:46,FALSE,Athens Running,3.12,385,0:21:33,174,184,3.3,156,166,6:54,6:06,110,17,1.49,0,0,0,0,0,21:33,0:00,0,0:00,No,00:52.9,4,0,Steady,Short Distance,"73,sunny",Barnett Shoals,Nike Pegasus 36
Friday,7/3/2020,Running,7/3/2020 6:58,FALSE,Athens Running,6.06,691,0:43:43,161,188,3.4,156,192,7:13,4:58,149,150,1.41,0,0,0,0,0,43:43:00,0:00,0,0:00,No,00:01.0,18,0,Track,Mid Distance,"72,sunny",Track,Nike Pegasus 36
Saturday,7/4/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Sunday,7/5/2020,Running,7/5/2020 7:09,FALSE,Athens Running,10.75,"1,463",1:20:47,174,188,5,149,173,7:31,6:26,672,632,1.43,0,0,0,0,0,1:20:47,0:00,0,0:00,No,05:33.8,11,0,Distance,Long Distance,"72,sunny","College Station, Campus",Nike Zoom Fly 3
Monday,7/6/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,7/7/2020,Running,7/7/2020 6:33,FALSE,Athens Running,5,652,0:37:03,170,184,3.9,150,164,7:24,6:23,287,255,1.44,0,0,0,0,0,37:03:00,0:00,0,0:00,No,00:01.3,6,0,Recovery,Mid Distance,"73,cloudy","Snapfinger, Barnett Shoals",Nike Pegasus 36
Wednesday,7/8/2020,Running,7/8/2020 6:29,FALSE,Athens Running,8.12,"1,080",1:00:54,172,182,4.7,150,162,7:30,6:39,502,462,1.43,0,0,0,0,0,1:00:54,0:00,0,0:00,No,00:51.2,9,0,Recovery,Mid Distance,"72, cloudy","Barnett Shoals, Ashton Place, Old Lexinton",Nike Zoom Fly 3
Thursday,7/9/2020,Running,7/9/2020 6:36,FALSE,Athens Running,5,641,0:36:47,169,182,3.8,150,166,7:21,6:27,231,224,1.46,0,0,0,0,0,36:47:00,0:00,0,0:00,No,00:01.8,6,0,Recovery,Mid Distance,"75, cloudy","Snapfinger, Barnett Shoals",Nike Pegasus 36
Friday,7/10/2020,Running,7/10/2020 6:29,FALSE,Athens Running,6.05,743,0:42:39,169,184,4.1,150,168,7:03,5:30,411,341,1.52,0,0,0,0,0,42:39:00,0:00,0,0:00,No,00:15.6,7,0,Steady,Mid Distance,"73,cloudy","Barnett Shoals, Ashton Place, Old Lexington",Nike Zoom Fly 3
Saturday,7/11/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,7/12/2020,Running,7/12/2020 7:03,FALSE,Athens Running,10.6,"1,355",1:19:33,168,179,4.7,148,160,7:30,6:22,648,603,1.44,0,0,0,0,0,1:19:33,0:00,0,0:00,No,04:09.6,11,0,Distance,Long Distance,"66,sunny","College Station, campus",Nike Zoom Fly 3
Monday,7/13/2020,Running,7/13/2020 17:06,FALSE,Athens Running,3.25,402,0:24:32,159,171,3.1,148,159,7:32,6:56,134,45,1.44,0,0,0,0,0,24:32:00,0:00,0,0:00,No,01:58.7,4,0,Recovery,Short Distance,"93,sunny",Barnett Shoals,New Balance Fuel Cell Propel
Tuesday,7/14/2020,Running,7/14/2020 17:10,FALSE,Athens Running,4.78,593,0:34:49,166,176,3.6,148,160,7:17,6:22,243,239,1.49,0,0,0,0,0,34:49:00,0:00,0,0:00,No,05:42.2,5,0,Recovery,Short Distance,"95,sunny","Snapfinger, Barnett Shoals",Nike Pegasus 36
Wednesday,7/15/2020,Running,7/15/2020 17:19,FALSE,Athens Running,5,669,0:38:13,170,182,3.9,149,170,7:38,6:31,270,229,1.42,0,0,0,0,0,38:13:00,0:00,0,0:00,No,00:01.2,6,0,Recovery,Mid Distance,"97,humid","Snapfinger, Barnett Shoals",New Balance Fuel Cell Propel
Thursday,7/16/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,7/17/2020,Running,7/17/2020 17:07,FALSE,Athens Running,4.48,604,0:33:54,172,185,3.8,148,162,7:34,6:50,231,172,1.43,0,0,0,0,0,33:54:00,0:00,0,0:00,No,03:38.5,5,0,Recovery,Short Distance,"93, humid","Snapfinger, Barnett Shoals",New Balance Fuel Cell Propel
Saturday,7/18/2020,Running,7/18/2020 9:38,FALSE,Athens Running,3.11,387,0:21:56,171,183,3.3,152,164,7:03,6:12,113,23,1.51,0,0,0,0,0,21:56,0:00,0,0:00,No,00:51.3,4,0,Steady,Short Distance,"88,sunny",Barnett Shoals,New Balance Fuel Cell Propel
Sunday,7/19/2020,Running,7/19/2020 7:37,FALSE,Athens Running,10.01,"1,357",1:18:44,169,179,4.8,150,164,7:52,6:43,677,673,1.37,0,0,0,0,0,1:18:44,0:00,0,0:00,No,00:02.3,11,0,Distance,Long Distance,"75,sunny","Barnett Shoals, Ashton Place, Old Lexington",Nike Zoom Fly 3
Monday,7/20/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,7/21/2020,Running,7/21/2020 6:13,FALSE,Athens Running,6.22,782,0:46:53,163,178,3.8,148,173,7:32,6:17,418,386,1.44,0,0,0,0,0,46:53:00,0:00,0,0:00,No,01:32.3,7,0,Recovery,Mid Distance,"75,sunny","Ashton Place, Old Lexington",New Balance Fuel Cell Propel
Wednesday,7/22/2020,Running,7/22/2020 6:47,FALSE,Athens Running,6.71,848,0:49:39,167,179,4.1,149,169,7:24,6:37,465,407,1.46,0,0,0,0,0,49:39:00,0:00,0,0:00,No,05:04.1,7,0,Steady,Mid Distance,"72,sunny,humid","Snapfinger, Old Lexington",New Balance Fuel Cell Propel
Thursday,7/23/2020,Running,7/23/2020 6:25,FALSE,Athens Running,6.23,783,0:45:50,166,179,4,152,164,7:21,6:01,814,797,1.44,0,0,0,0,0,45:50:00,0:00,0,0:00,No,01:30.8,7,0,Steady,Mid Distance,,,New Balance Fuel Cell Propel
Friday,7/24/2020,Running,7/24/2020 6:28,FALSE,Athens Running,6.44,832,0:47:57,169,181,4.2,150,164,7:27,6:23,889,830,1.44,0,0,0,0,0,47:57:00,0:00,0,0:00,No,03:10.4,7,0,Steady,Mid Distance,"71,clear","Snapfinger, Old Lexington",Nike Pegasus 36
Saturday,7/25/2020,Running,7/25/2020 7:22,FALSE,Athens Running,3.13,384,0:22:33,165,178,3.2,153,167,7:13,6:38,453,354,1.46,0,0,0,0,0,22:33,0:00,0,0:00,No,00:56.8,4,0,Steady,Short Distance,"72,clear",Barnett Shoals,New Balance Fuel Cell Propel
Sunday,7/26/2020,Running,7/26/2020 6:55,FALSE,Athens Running,12.06,"1,568",1:31:42,169,179,5,148,171,7:36,5:59,"1,526","1,588",1.43,0,0,0,0,0,1:31:42,0:00,0,0:00,No,00:26.0,13,0,Distance,Long Distance,"69,clear","College Station, Campus",Nike Zoom Fly 3
Monday,7/27/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,7/28/2020,Running,7/28/2020 6:36,FALSE,Athens Running,5,618,0:36:11,166,183,3.7,148,164,7:14,6:11,663,643,1.5,0,0,0,0,0,36:11:00,0:00,0,0:00,No,00:01.7,6,0,Steady,Mid Distance,"72,clear","Snapfinger, Barnett Shoals",New Balance Fuel Cell Propel
Wednesday,7/29/2020,Running,7/29/2020 6:34,FALSE,Athens Running,6.23,775,0:45:05,168,183,4,149,166,7:15,6:22,400,392,1.49,0,0,0,0,0,45:05:00,0:00,0,0:00,No,01:28.9,7,0,Steady,Mid Distance,"75,clear","Barnett Shoals, Ashton Place, Old Lexington",
Thursday,7/30/2020,Running,7/30/2020 6:54,FALSE,Athens Running,4.44,514,0:32:17,162,185,3.1,147,184,7:16,4:47,73,65,1.47,0,0,0,0,0,32:17:00,0:00,0,0:00,No,00:08.4,18,0,Track,Short Distance,"75,humid",Track,Nike Pegasus 36
Friday,7/31/2020,Running,7/31/2020 17:27,FALSE,Athens Running,1.02,110,0:05:51,180,191,2.2,160,174,5:44,5:00,56,51,1.75,0,0,0,0,0,05:50.5,0:00,0,0:00,No,00:01.2,3,0,Race,Short Distance,"95, sunny, humid",Track,Nike Pegasus 36
Saturday,8/1/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,8/2/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,8/3/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,8/4/2020,Running,8/4/2020 6:28,FALSE,Athens Running,6.24,759,0:44:00,168,182,4,150,190,7:03,5:56,384,360,1.52,0,0,0,0,0,44:00:00,0:00,0,0:00,No,01:30.7,7,0,Steady,Mid Distance,"66,cloudy","Barnett Shoals, Ashton Place, Old Lexington",New Balance Fuel Cell Propel
Wednesday,8/5/2020,Running,8/5/2020 6:34,FALSE,Athens Running,6.3,791,0:45:10,171,186,4.2,150,168,7:10,5:52,337,335,1.5,0,0,0,0,0,45:10:00,0:00,0,0:00,No,01:52.8,7,0,Steady,Mid Distance,"72,cloudy","Snapfinger, Old Lexington",Nike Pegasus 36
Thursday,8/6/2020,Running,8/6/2020 6:38,FALSE,Athens Running,6.23,752,0:43:15,169,185,4.2,151,170,6:57,5:51,405,385,1.53,0,0,0,0,0,43:15:00,0:00,0,0:00,No,01:23.4,7,0,Steady,Mid Distance,"72,cloudy","Barnett Shoals, Ashton Place, Old Lexington",New Balance Fuel Cell Propel
Friday,8/7/2020,Running,8/7/2020 6:32,FALSE,Athens Running,6.51,820,0:46:40,171,183,4.3,148,166,7:10,6:29,463,377,1.5,0,0,0,0,0,46:40:00,0:00,0,0:00,No,03:39.6,7,0,Steady,Mid Distance,"72,cloudy","Snapfinger, Old Lexington",Nike Pegasus 36
Saturday,8/8/2020,Running,8/8/2020 7:52,FALSE,Athens Running,3.12,358,0:20:36,169,184,3.2,151,164,6:37,5:44,111,22,1.61,0,0,0,0,0,20:36,0:00,0,0:00,No,00:48.8,4,0,Tempo,Short Distance,"72,sunny",Barnett Shoals,New Balance Fuel Cell Propel
Sunday,8/9/2020,Running,8/9/2020 6:59,FALSE,Athens Running,12.02,"1,525",1:32:32,165,176,4.7,149,199,7:42,6:43,728,682,1.4,0,0,0,0,0,1:32:32,0:00,0,0:00,No,00:09.1,13,0,Distance,Long Distance,"72,overcast","College Station, Campus",New Balance Fuel Cell Propel
Monday,8/10/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Tuesday,8/11/2020,Running,8/11/2020 6:14,FALSE,Athens Running,6.22,783,0:45:25,169,185,4.2,148,160,7:18,6:15,418,391,1.49,0,0,0,0,0,45:25:00,0:00,0,0:00,No,01:27.7,7,0,Recovery,Mid Distance,"72,cloudy","Barnett Shoals, Ashton Place, Old Lexington",New Balance Fuel Cell Propel
Wednesday,8/12/2020,Running,8/12/2020 6:01,FALSE,Athens Running,6.05,673,0:44:34,159,185,3.3,150,184,7:22,4:47,176,168,1.44,0,0,0,0,0,44:34:00,0:00,0,0:00,No,00:24.3,15,0,Track,Mid Distance,"72,clear",Track,Nike Pegasus 36
Thursday,8/13/2020,Running,8/13/2020 5:59,FALSE,Athens Running,6.22,798,0:45:54,168,183,4.1,149,166,7:23,6:09,402,375,1.46,0,0,0,0,0,45:54:00,0:00,0,0:00,No,01:35.3,7,0,Recovery,Mid Distance,"73,clear","Barnett Shoals, Ashton Place, Old Lexington",New Balance Fuel Cell Propel
Friday,8/14/2020,Running,8/14/2020 6:43,FALSE,Athens Running,5.01,614,0:36:00,166,182,3.7,150,161,7:12,6:25,271,260,1.49,0,0,0,0,0,36:00:00,0:00,0,0:00,No,00:01.8,6,0,Steady,Mid Distance,"72,cloudy","Snapfinger, Barnett Shoals",New Balance Fuel Cell Propel
Saturday,8/15/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,8/16/2020,Running,8/16/2020 6:36,FALSE,Athens Running,10.03,"1,301",1:14:34,171,185,5,146,162,7:26,6:21,624,589,1.48,0,0,0,0,0,1:14:34,0:00,0,0:00,No,00:10.8,11,0,Distance,Long Distance,"72,cloudy","College Station, Campus",Nike Zoom Fly 3
Monday,8/17/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Tuesday,8/18/2020,Running,8/18/2020 6:02,FALSE,Athens Running,6.23,748,0:44:11,166,179,3.9,150,168,7:05,6:13,392,346,1.51,0,0,0,0,0,44:11:00,0:00,0,0:00,No,01:31.3,7,0,Steady,Mid Distance,"70,clear,cool","Barnett Shoals, Ashton Place, Old Lexington",New Balance Fuel Cell Propel
Wednesday,8/19/2020,Running,8/19/2020 6:36,FALSE,Athens Running,4.93,562,0:35:17,161,185,3.3,150,192,7:09,4:47,83,90,1.48,0,0,0,0,0,35:17:00,0:00,0,0:00,No,00:04.9,14,0,Track,Mid Distance,"70,sunny",Track,Nike Pegasus 36
Thursday,8/20/2020,Running,8/20/2020 6:15,FALSE,Athens Running,6.24,786,0:46:03,166,181,4,150,165,7:23,6:03,374,321,1.45,0,0,0,0,0,46:03:00,0:00,0,0:00,No,01:36.4,7,0,Recovery,Mid Distance,"70,clear","Barnett Shoals, Ashton Place, Old Lexington",New Balance Fuel Cell Propel
Friday,8/21/2020,Running,8/21/2020 6:19,FALSE,Athens Running,6.23,800,0:46:17,167,180,4,150,162,7:26,6:11,397,328,1.45,0,0,0,0,0,46:17:00,0:00,0,0:00,No,01:28.4,7,0,Recovery,Mid Distance,"72,clear","Barnett Shoals, Ashton Place, Old Lexington",New Balance Fuel Cell Propel
Saturday,8/22/2020,Running,8/22/2020 7:11,FALSE,Athens Running,4,487,0:28:56,164,178,3.3,150,164,7:14,6:41,185,101,1.49,0,0,0,0,0,28:56:00,0:00,0,0:00,No,00:01.5,5,0,Steady,Short Distance,"70,clear",Barnett Shoals,Nike Pegasus 36
Sunday,8/23/2020,Running,8/23/2020 7:12,FALSE,Athens Running,10.7,"1,317",1:20:37,166,178,4.4,150,205,7:32,6:23,723,681,1.42,0,0,0,0,0,1:20:37,0:00,0,0:00,No,05:12.4,11,0,Distance,Long Distance,"72,cloudy","College Station, Campus",Nike Zoom Fly 3
Monday,8/24/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Tuesday,8/25/2020,Running,8/25/2020 6:28,FALSE,Athens Running,3.28,384,0:22:29,166,180,3.2,151,164,6:52,6:02,114,23,1.55,0,0,0,0,0,22:29,0:00,0,0:00,No,01:58.0,4,0,Steady,Short Distance,"73,cloudy",Barnett Shoals,Nike Pegasus 36
Wednesday,8/26/2020,Running,8/26/2020 6:10,FALSE,Athens Running,4.97,621,0:38:20,164,185,3.4,140,198,7:43,3:50,127,127,1.46,0,0,0,0,0,38:20:00,0:00,0,0:00,No,00:05.1,16,0,Track,Mid Distance,"75,cloudy,humid",Track,Nike Pegasus 36
Thursday,8/27/2020,Running,8/27/2020 6:21,FALSE,Athens Running,3.16,373,0:21:16,169,183,3.2,152,163,6:44,5:39,108,19,1.57,0,0,0,0,0,21:16,0:00,0,0:00,No,01:03.4,4,0,Steady,Short Distance,"72,cloudy",Barnett Shoals,Nike Pegasus 36
