weekDay,date,Activity Type,dateTime,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Run Type,Distance Type,Weather,Location,Shoes
Friday,8/28/2020,Running,8/28/2020 6:40,FALSE,Athens Running,5,621,0:36:01,167,180,3.7,149,166,7:12,6:07,281,293,1.51,0,0,0,0,0,36:01:00,0:00,0,0:00,No,00:01.5,6,0,Steady,Mid Distance,,"Snapfinger, Barnett Shoals",New Balance Fuel Cell Propel
Saturday,8/29/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Sunday,8/30/2020,Running,8/30/2020 6:43,FALSE,Athens Running,10.62,"1,363",1:20:23,168,180,4.8,146,160,7:34,6:33,686,639,1.45,0,0,0,0,0,1:20:23,0:00,0,0:00,No,04:30.1,11,0,Distance,Long Distance,"75,cloudy,humid","College Station, Campus",Nike Zoom Fly 3
Monday,8/31/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,9/1/2020,Running,9/1/2020 6:20,FALSE,Athens Running,6.22,785,0:45:49,166,179,3.9,148,162,7:22,5:54,410,345,1.48,0,0,0,0,0,45:49:00,0:00,0,0:00,No,01:20.2,7,0,Steady,Mid Distance,"73,clear","Barnett Shoals, Ashton Place, Old Lexington",New Balance Fuel Cell Propel
Wednesday,9/2/2020,Running,9/2/2020 6:50,FALSE,Athens Running,4.54,602,0:34:53,166,182,3.6,147,159,7:41,6:37,298,211,1.42,0,0,0,0,0,34:53:00,0:00,0,0:00,No,04:20.6,5,0,Recovery,Short Distance,"75,clear","Barnett Shoals, Old Lexington",New Balance Fuel Cell Propel
Thursday,9/3/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,9/4/2020,Running,9/4/2020 7:15,FALSE,Athens Running,5.01,609,0:35:05,169,188,3.8,150,168,7:00,5:43,293,270,1.53,0,0,0,0,0,35:05:00,0:00,0,0:00,No,00:01.3,6,0,Tempo,Mid Distance,"72,sunny","Snapfinger, Barnett Shoals",Nike Pegasus 36
Saturday,9/5/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Sunday,9/6/2020,Running,9/6/2020 6:44,FALSE,Athens Running,11.01,"1,390",1:21:57,167,177,4.6,146,160,7:27,5:59,717,671,1.48,0,0,0,0,0,1:21:57,0:00,0,0:00,No,00:01.6,12,0,Distance,Long Distance,"64,clear","College Station, Campus",Nike Zoom Fly 3
Monday,9/7/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Tuesday,9/8/2020,Running,9/8/2020 6:11,FALSE,Athens Running,3.11,347,0:21:00,162,182,3.1,151,167,6:45,5:59,116,23,1.58,0,0,0,0,0,21:00,0:00,0,0:00,No,00:44.1,4,0,Up Tempo,Short Distance,"64,clear",Barnett Shoals,Nike Pegasus 36
Wednesday,9/9/2020,Running,9/9/2020 6:25,FALSE,Athens Running,6.22,795,0:46:24,167,182,4,147,178,7:28,5:03,393,331,1.47,0,0,0,0,0,46:24:00,0:00,0,0:00,No,01:17.4,7,0,Recovery,Mid Distance,"70,clear","Barnett Shoals, Ashton Place, Old Lexington",New Balance Fuel Cell Propel
Thursday,9/10/2020,Running,9/10/2020 6:19,FALSE,Athens Running,3.11,361,0:22:12,160,179,3,149,161,7:08,6:33,113,23,1.52,0,0,0,0,0,22:12,0:00,0,0:00,No,00:51.7,4,0,Steady,Short Distance,"73,cloudy,humid",Barnett Shoals,New Balance Fuel Cell Propel
Friday,9/11/2020,Running,9/11/2020 6:48,FALSE,Athens Running,3.2,367,0:22:48,160,185,3.1,147,166,7:07,5:12,133,65,1.54,0,0,0,0,0,22:48,0:00,0,0:00,No,01:07.8,4,0,Steady,Short Distance,"73,clear",Barnett Shoals,Nike Pegasus 36
Saturday,9/12/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Sunday,9/13/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Monday,9/14/2020,Running,9/14/2020 6:59,FALSE,Athens Running,3.12,359,0:20:58,167,189,3.3,150,164,6:43,6:01,119,23,1.6,0,0,0,0,0,20:58,0:00,0,0:00,No,00:47.8,4,0,Tempo,Short Distance,"73,cloudy",Barnett Shoals,Nike Pegasus 36
Tuesday,9/15/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Wednesday,9/16/2020,Running,9/16/2020 6:33,FALSE,Athens Running,6.22,827,0:44:52,178,189,4.8,147,162,7:13,5:32,395,347,1.52,0,0,0,0,0,44:52:00,0:00,0,0:00,No,01:17.3,7,0,,,,,
Thursday,9/17/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,9/18/2020,Running,9/18/2020 7:02,FALSE,Athens Running,5,642,0:35:40,175,188,4.2,148,169,7:08,6:02,264,271,1.52,0,0,0,0,0,35:40:00,0:00,0,0:00,No,00:01.1,6,0,Steady,Mid Distance,,"Snapfinger, Barnett Shoals",Nike Pegasus 36
Saturday,9/19/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cross Train,,,,
Sunday,9/20/2020,Running,9/20/2020 6:59,FALSE,Athens Running,11.01,"1,259",1:21:43,160,181,4.2,149,170,7:25,5:14,699,664,1.46,0,0,0,0,0,1:21:43,0:00,0,0:00,No,00:01.2,12,0,Distance,Long Distance,,,
Monday,9/21/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,9/22/2020,Running,9/22/2020 7:07,FALSE,Athens Running,3.16,365,0:20:58,169,191,3.3,151,164,6:39,6:08,112,23,1.6,0,0,0,0,0,20:58,0:00,0,0:00,No,00:57.2,4,0,Tempo,Short Distance,"48,clear",Barnett Shoals,Nike Pegasus 36
Wednesday,9/23/2020,Running,9/23/2020 6:48,FALSE,Athens Running,4.01,488,0:28:15,169,186,3.6,147,160,7:03,6:21,207,125,1.55,0,0,0,0,0,28:15:00,0:00,0,0:00,No,00:01.4,5,0,Tempo,Short Distance,"57,cloudy",Barnett Shoals,Nike Pegasus 36
Thursday,9/24/2020,Running,9/24/2020 6:42,FALSE,Athens Running,6.22,767,0:45:46,165,182,4,146,161,7:21,6:06,404,354,1.5,0,0,0,0,0,45:46:00,0:00,0,0:00,No,01:24.8,7,0,Recovery,7:21,"61,clear","Barnett Shoals,Snapfinger, Old Lexington",New Balance Fuel Cell Propel
Friday,9/25/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,9/26/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cross Train,,,,
Sunday,9/27/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,9/28/2020,Running,9/28/2020 7:02,FALSE,Athens Running,3.12,361,0:21:29,166,186,3.3,148,170,6:53,6:02,126,37,1.58,0,0,0,0,0,21:29,0:00,0,0:00,No,00:45.0,4,0,Steady,Short Distance,"72,cloudy",Barnett Shoals,Nike Pegasus 36
Tuesday,9/29/2020,Running,9/29/2020 6:36,FALSE,Athens Running,8.26,"1,015",0:59:41,169,181,4.8,147,169,7:14,6:09,521,431,1.52,0,0,0,0,0,59:41:00,0:00,0,0:00,No,01:46.1,9,0,Steady,Mid Distance,"70,cloudy","Barnett Shoals, Ashton Place, Old Lexington",Nike Zoom Fly 3
Wednesday,9/30/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Thursday,10/1/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Friday,10/2/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Saturday,10/3/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Sunday,10/4/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Monday,10/5/2020,Running,10/5/2020 16:34,FALSE,Athens Running,3.01,350,0:20:01,173,187,3.4,149,164,6:39,5:56,111,43,1.62,0,0,0,0,0,20:01,0:00,0,0:00,No,00:01.0,4,0,Tempo,Short Distance,"77, sunny",Barnett Shoals,Nike Pegasus 36
Tuesday,10/6/2020,Running,10/6/2020 7:10,FALSE,Athens Running,3.12,342,0:21:04,159,185,3.1,151,167,6:45,6:05,163,59,1.58,0,0,0,0,0,21:04,0:00,0,0:00,No,00:48.9,4,0,Tempo,Short Distance,"54,sunny",Barnett Shoals,New Balance Fuel Cell Propel
Wednesday,10/7/2020,Running,10/7/2020 6:24,FALSE,Athens Running,6.23,744,0:44:01,168,183,4.2,148,164,7:04,5:19,404,353,1.53,0,0,0,0,0,44:01:00,0:00,0,0:00,No,01:19.9,7,0,Steady,Mid Distance,"59,clear","Barnett Shoals, Ashton Place, Old Lexington",Nike Pegasus 36
Thursday,10/8/2020,Running,10/8/2020 6:57,FALSE,Athens Running,3.3,382,0:22:53,165,182,3.3,148,160,6:56,6:13,144,50,1.55,0,0,0,0,0,22:53,0:00,0,0:00,No,02:12.3,4,0,Steady,Short Distance,"57,clear",Barnett Shoals,Nike Pegasus 36
Friday,10/9/2020,Running,10/9/2020 6:36,FALSE,Athens Running,4.51,572,0:33:32,169,183,3.8,147,160,7:26,6:31,254,164,1.48,0,0,0,0,0,33:32:00,0:00,0,0:00,No,03:47.2,5,0,Recovery,Short Distance,"64, clear","Barnett Shoals, Old Lexington",Nike Pegasus 36
Saturday,10/10/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,10/11/2020,Running,10/11/2020 7:12,FALSE,Athens Running,10.51,"1,379",1:20:57,174,186,5,146,164,7:42,5:56,705,658,1.43,0,0,0,0,0,1:20:57,0:00,0,0:00,No,03:57.8,11,0,Distance,Long Distance,"72,clear","College Station, Campus",Nike Zoom Fly 3
Monday,10/12/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,,,,
Tuesday,10/13/2020,Running,10/13/2020 6:33,FALSE,Athens Running,5.55,673,0:41:12,165,181,4,147,211,7:25,6:21,333,311,1.47,0,0,0,0,0,41:12:00,0:00,0,0:00,No,04:22.6,6,0,Recovery,Mid Distance,"64,clear",Campus,Nike Pegasus 36
Wednesday,10/14/2020,Running,10/14/2020 5:33,FALSE,Athens Running,3.4,418,0:31:55,140,157,2.5,145,159,9:22,8:04,224,224,1.19,0,0,0,0,0,31:55:00,0:00,0,0:00,No,03:27.3,4,0,Recovery,Short Distance,"57,clear",Campus,Nike Pegasus 36
Thursday,10/15/2020,Running,10/15/2020 6:29,FALSE,Athens Running,5.01,613,0:36:15,169,184,3.9,148,176,7:14,4:31,247,154,1.5,0,0,0,0,0,36:15:00,0:00,0,0:00,No,00:01.2,6,0,Recovery,Mid Distance,"61,cloudy","Barnett Shoals, Snapfinger, Old Lexington, Barnett Shoals",Nike Pegasus 36
Friday,10/16/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,10/17/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,10/18/2020,Running,10/18/2020 9:01,FALSE,Athens Running,7.05,911,1:03:32,153,165,3.5,149,184,9:01,4:27,439,433,1.2,0,0,0,0,0,1:03:32,0:00,0,0:00,No,00:11.9,8,0,Trail Tun,Mid Distance,"52,sunny",Sandy Creek Park,New Balance Fuel Cell Propel
Sunday,10/18/2020,Running,10/18/2020 11:21,FALSE,Athens Running,1.12,126,0:08:24,152,166,2.1,148,168,7:28,6:47,20,31,1.45,0,0,0,0,0,08:23.6,0:00,0,0:00,No,00:53.2,2,0,Steady,Short Distance,"64,sunny",Sandy Creek Park,New Balance Fuel Cell Propel
Monday,10/19/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,10/20/2020,Running,10/20/2020 6:32,FALSE,Athens Running,5.64,647,0:42:22,157,177,3.6,148,176,7:31,5:26,315,340,1.45,0,0,0,0,0,42:22:00,0:00,0,0:00,No,04:55.7,6,0,Recovery,Mid Distance,"55,clear",Campus,Nike Pegasus 36
Wednesday,10/21/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,10/22/2020,Running,10/22/2020 6:24,FALSE,Athens Running,11.02,"1,389",1:24:38,170,184,5,148,190,7:41,6:10,734,645,1.42,0,0,0,0,0,1:24:38,0:00,0,0:00,No,00:09.6,12,0,Distance,Long Distance,"63,clear","College Station, Campus",New Balance Fuel Cell Propel
Friday,10/23/2020,Running,10/23/2020 6:38,FALSE,Athens Running,3.38,405,0:26:23,156,167,3.1,149,164,7:49,6:56,143,67,1.38,0,0,0,0,0,26:23:00,0:00,0,0:00,No,03:03.5,4,0,Recovery,Short Distance,"63,cloudy",Barnett Shoals,Nike Pegasus 36
Saturday,10/24/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Short Distance,,IM Fields parking deck,Brooks Ghost 11
Sunday,10/25/2020,Running,10/25/2020 13:29,FALSE,Athens Running,4.66,585,0:35:19,168,180,3.8,147,158,7:34,6:49,271,258,1.44,0,0,0,0,0,35:19:00,0:00,0,0:00,No,05:03.2,5,0,Recovery,Short Distance,"73,cloudy,humid","Snapfinger, Barnett Shoals",Nike React Miler
Monday,10/26/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,10/27/2020,Running,10/27/2020 5:48,FALSE,Athens Running,2.55,248,0:17:35,153,182,2.8,151,196,6:53,4:00,10,17,1.52,0,0,0,0,0,17:35,0:00,0,0:00,No,00:02.7,14,0,Track,Short Distance,"66,cloudy",Track,Nike Pegasus 36
Tuesday,10/27/2020,Running,10/27/2020 6:21,FALSE,Athens Running,2.22,293,0:19:09,158,175,3,147,179,8:37,4:51,202,171,1.27,0,0,0,0,0,19:09,0:00,0,0:00,No,01:43.7,3,0,Recovery,Short Distance,"66,cloudy",Campus,Nike Pegasus 36
Wednesday,10/28/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,10/29/2020,Running,10/29/2020 12:45,FALSE,Athens Running,3.13,367,0:21:42,172,181,3.4,151,166,6:56,5:45,148,61,1.53,0,0,0,0,0,21:42,0:00,0,0:00,No,00:53.0,4,0,Tempo,Short Distance,"81,humid",Barnett Shoals,Nike Pegasus 36
Friday,10/30/2020,Running,10/30/2020 6:31,FALSE,Athens Running,7.01,823,0:55:36,157,174,3.6,149,173,7:56,5:59,565,581,1.36,0,0,0,0,0,55:36:00,0:00,0,0:00,No,00:02.8,8,0,Recovery,Mid Distance,"52,clear",Campus,Nike React Miler
Saturday,10/31/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,11/1/2020,Running,11/1/2020 15:21,FALSE,Athens Running,7.01,856,0:52:20,166,179,4.2,147,172,7:28,5:24,395,327,1.47,0,0,0,0,0,52:20:00,0:00,0,0:00,No,00:01.5,8,0,Recovery,Mid Distance,"70, sunnu","Barnett Shoals, Ashton Place, old Lexington, Barnett Shoals",Nike React Miler
Monday,11/2/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,11/3/2020,Running,11/3/2020 6:10,FALSE,Athens Running,7.01,871,0:54:12,164,188,4,148,182,7:44,5:40,412,415,1.41,0,0,0,0,0,54:12:00,0:00,0,0:00,No,00:01.6,8,0,Recovery,Mid Distance,"37,clear",Campus,Nike React Miler
Wednesday,11/4/2020,Running,11/4/2020 17:48,FALSE,Athens Running,3.12,336,0:19:44,173,184,3.3,159,174,6:20,5:28,111,19,1.6,0,0,0,0,0,19:44,0:00,0,0:00,No,00:41.7,4,0,Tempo,Short Distance,"57,sunny",Barnett Shoals,Nike Pegasus 36
Thursday,11/5/2020,Running,11/5/2020 17:05,FALSE,Athens Running,6.51,784,0:51:24,158,180,3.5,145,178,7:54,6:16,468,374,1.41,0,0,0,0,0,51:24:00,0:00,0,0:00,No,04:01.0,7,0,Recovery,Mid Distance,"66,sunny","Snapfinger, Old Lexington, Barnett Shoals",Nike React Miler
Friday,11/6/2020,Running,11/6/2020 16:56,FALSE,Athens Running,3.13,348,0:20:08,174,185,3.3,158,176,6:26,5:32,125,18,1.58,0,0,0,0,0,20:08,0:00,0,0:00,No,00:42.7,4,0,Tempo,Short Distance,"73,sunny",Barnett Shoals,Nike Pegasus 36
Saturday,11/7/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,11/8/2020,Running,11/8/2020 6:58,FALSE,Athens Running,12.01,"1,446",1:36:12,162,187,4.6,147,196,8:01,6:00,678,635,1.37,0,0,0,0,0,1:36:12,0:00,0,0:00,No,00:02.4,13,0,Distance,Long Distance,"64,sunny","College Station, Campus",Nike React Miler
Monday,11/9/2020,Running,11/9/2020 17:33,FALSE,Athens Running,4,514,0:33:01,158,173,3.3,144,162,8:15,6:06,296,166,1.36,0,0,0,0,0,33:01:00,0:00,0,0:00,No,00:00.9,5,0,Recovery,Short Distance,"72,sunny","Whitehall Village, Barnett Shoals",Nike React Miler
Tuesday,11/10/2020,Running,11/10/2020 16:11,FALSE,Athens Running,5,598,0:36:07,169,182,3.9,151,173,7:13,6:00,300,259,1.47,0,0,0,0,0,36:07:00,0:00,0,0:00,No,00:01.3,6,0,Steady,Mid Distance,"72,cloudy","Snapfinger, Barnett Shoals",New Balance Fuel Cell Propel
Wednesday,11/11/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,11/12/2020,Running,11/12/2020 17:31,FALSE,Athens Running,4.55,547,0:33:47,166,184,3.8,148,192,7:26,4:56,287,286,1.47,0,0,0,0,0,33:47:00,0:00,0,0:00,No,04:12.1,5,0,Steady,Short Distance,"73,cloudy",Campus,New Balance Fuel Cell Propel
Friday,11/13/2020,Running,11/13/2020 17:12,FALSE,Athens Running,5.01,621,0:40:52,157,170,3.4,146,164,8:10,6:39,341,267,1.35,0,0,0,0,0,40:52:00,0:00,0,0:00,No,00:01.6,6,0,Recovery,Mid Distance,"73,sunny","Snapfinger, Barnett Shoals",Nike React Miler
Saturday,11/14/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,11/15/2020,Running,11/15/2020 8:33,FALSE,Athens Running,13.44,"1,810",2:03:00,160,173,4.5,152,170,9:09,7:04,885,887,1.16,0,0,0,0,0,2:03:00,0:00,0,0:00,No,03:56.2,14,0,Distance,Long Distance,"57,dense fog",Sandy Creek Park,New Balance Fuel Cell Propel
Monday,11/16/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,11/17/2020,Running,11/17/2020 17:04,FALSE,Athens Running,5.04,560,0:34:02,167,182,3.7,155,176,6:45,5:16,291,195,1.54,0,0,0,0,0,34:02:00,0:00,0,0:00,No,00:14.1,6,0,Tempo,Mid Distance,"63,clear","Snapfinger, Barnett Shoals",Nike React Miler
Wednesday,11/18/2020,Running,11/18/2020 17:50,FALSE,Athens Running,4.01,517,0:33:08,157,170,3.3,145,164,8:16,6:22,200,103,1.34,0,0,0,0,0,33:08:00,0:00,0,0:00,No,00:03.0,5,0,Recovery,Short Distance,"52,clear","Whitehall Village, Barnett Shoals",Nike React Miler
Thursday,11/19/2020,Running,11/19/2020 17:39,FALSE,Athens Running,5.01,571,0:33:35,171,182,3.8,157,176,6:42,5:34,282,240,1.53,0,0,0,0,0,33:35:00,0:00,0,0:00,No,00:02.3,6,0,Tempo,Mid Distance,"50,clear","Snapfinger, Barnett Shoals",New Balance Fuel Cell Propel
Friday,11/20/2020,Running,11/20/2020 16:41,FALSE,Athens Running,4,516,0:31:58,161,174,3.4,146,164,7:59,7:07,271,170,1.38,0,0,0,0,0,31:58:00,0:00,0,0:00,No,00:01.4,5,0,,,,,
Saturday,11/21/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,11/22/2020,Running,11/22/2020 9:22,FALSE,Athens Running,13.04,"1,863",1:56:03,167,179,5,148,171,8:54,6:58,857,846,1.22,0,0,0,0,0,1:56:03,0:00,0,0:00,No,00:19.7,14,0,Trail Run,Long Distance,"59,sunny",Sandy Creek Park,New Balance Fuel Cell Propel
Monday,11/23/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,11/24/2020,Running,11/24/2020 6:30,FALSE,Athens Running,2.46,309,0:19:42,157,170,2.8,149,164,8:01,7:06,181,102,1.35,0,0,0,0,0,19:42,0:00,0,0:00,No,03:31.1,3,0,Recovery,Short Distance,"39,sunny",Campus,New Balance Fuel Cell Propel
Tuesday,11/24/2020,Running,11/24/2020 6:53,FALSE,Athens Running,3.83,401,0:27:01,157,187,3,155,194,7:03,4:15,68,72,1.44,0,0,0,0,0,27:01:00,0:00,0,0:00,No,00:07.8,21,0,Track,Short Distance,"39,clear",Track,New Balance Fuel Cell Propel
Tuesday,11/24/2020,Running,11/24/2020 7:27,FALSE,Athens Running,0.7,79,0:06:00,137,151,1,146,158,8:33,6:45,--,89,1.29,0,0,0,0,0,05:59.5,0:00,0,0:00,No,05:59.5,1,0,Recovery,Short Distance,"39,clear",Campus,New Balance Fuel Cell Propel
Wednesday,11/25/2020,Running,11/25/2020 7:27,FALSE,Athens Running,3.54,456,0:29:56,153,165,3,149,160,8:28,7:37,146,130,1.27,0,0,0,0,0,29:56:00,0:00,0,0:00,No,04:32.8,4,0,Recovery,Short Distance,"50,cloudy",Barnett Shoals,Nike React Miler
Thursday,11/26/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,11/27/2020,Running,11/27/2020 7:37,FALSE,Athens Running,6.5,816,0:48:35,168,181,4.3,152,178,7:28,6:14,473,383,1.42,0,0,0,0,0,48:35:00,0:00,0,0:00,No,03:38.8,7,0,Steady,Mid Distance,"45,clear","Snapfinger, Old Lexington",Nike React Miler
Saturday,11/28/2020,Running,11/28/2020 9:05,FALSE,Athens Running,3.23,391,0:23:12,168,178,3.3,153,166,7:11,6:11,119,23,1.47,0,0,0,0,0,23:12,0:00,0,0:00,No,01:46.1,4,0,Steady,Short Distance,"55,sunny",Barnett Shoals,Nike React Miler
Sunday,11/29/2020,Running,11/29/2020 7:18,FALSE,Athens Running,11,"1,349",1:33:52,155,172,3.9,145,167,8:32,5:16,708,667,1.3,0,0,0,0,0,1:33:52,0:00,0,0:00,No,00:01.6,12,0,Distance,Long Distance,"52,cloudy","College Station, Campus",Nike React Miler
Monday,11/30/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,12/1/2020,Running,12/1/2020 6:23,FALSE,Athens Running,6.46,721,0:48:32,157,180,3.4,153,186,7:31,5:05,262,227,1.39,0,0,0,0,0,48:32:00,0:00,0,0:00,No,00:57.7,12,0,Track,Mid Distance,"34,cloudy","Track, Campus",New Balance Fuel Cell Propel
Wednesday,12/2/2020,Running,12/2/2020 6:32,FALSE,Athens Running,3.46,419,0:30:05,143,169,2.7,146,160,8:42,7:00,121,95,1.27,0,0,0,0,0,30:05:00,0:00,0,0:00,No,03:29.4,4,0,Recovery,Short Distance,"27,clear",Barnett Shoals,Nike React Miler
Thursday,12/3/2020,Running,12/3/2020 6:59,FALSE,Athens Running,6.22,737,0:43:19,168,182,4,156,169,6:58,5:24,415,395,1.48,0,0,0,0,0,43:19:00,0:00,0,0:00,No,01:20.0,7,0,Tempo,Mid Distance,"28,clear","Barnett Shoals, Ashton Place, Old Lexington",New Balance Fuel Cell Propel
Friday,12/4/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recovery,Short Distance,"68,clear","Barnett Shoals, Old Lexington",Nike React Miler
Saturday,12/5/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,12/6/2020,Running,12/6/2020 7:52,FALSE,Athens Running,12.01,"1,483",1:42:15,159,183,4.3,146,196,8:31,5:06,674,711,1.29,0,0,0,0,0,1:42:15,0:00,0,0:00,No,00:01.6,13,0,Distance,Long Distance,"36,clear","College Station, Campus",Nike React Miler
Monday,12/7/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,12/8/2020,Running,12/8/2020 6:34,FALSE,Athens Running,5.63,622,0:42:18,155,181,3.2,154,188,7:31,5:00,113,114,1.37,0,0,0,0,0,42:18:00,0:00,0,0:00,No,00:08.4,15,0,Track,Mid Distance,"30,clear",Track,New Balance Fuel Cell Propel
Wednesday,12/9/2020,Running,12/9/2020 6:22,FALSE,Athens Running,6.2,837,0:54:03,155,174,3.5,145,158,8:43,7:23,402,361,1.28,0,0,0,0,0,54:03:00,0:00,0,0:00,No,01:37.9,7,0,Recovery,Mid Distance,"37,clear","Barnett Shoals, Ashton Place, Old Lexington",Nike React Miler
Thursday,12/10/2020,Running,12/10/2020 6:34,FALSE,Athens Running,6.58,838,0:46:45,176,184,4.7,153,171,7:06,6:19,343,281,1.48,0,0,0,0,0,46:45:00,0:00,0,0:00,No,03:55.6,7,0,Steady,Mid Distance,"45,clear","Barnett Shoals, Ashton Place, Old Lexington",New Balance Fuel Cell Propel
Friday,12/11/2020,Running,12/11/2020 6:59,FALSE,Athens Running,3.51,502,0:33:47,152,164,3,142,152,9:38,7:19,135,108,1.17,0,0,0,0,0,33:47:00,0:00,0,0:00,No,04:45.6,4,0,Recovery,Short Distance,"39,clear",Barnett Shoals,Nike React Miler
Saturday,12/12/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,12/13/2020,Running,12/13/2020 7:24,FALSE,Athens Running,12.01,"1,389",1:47:52,153,173,3.8,141,189,8:59,6:43,671,645,1.27,0,0,0,0,0,1:47:52,0:00,0,0:00,No,00:02.3,13,0,Distance,Long Distance,"55,cloudy","College Station, Campus",Nike React Miler
Monday,12/14/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,12/15/2020,Running,12/15/2020 6:22,FALSE,Athens Running,7.34,893,0:54:51,165,180,4,152,182,7:28,5:24,415,409,1.42,0,0,0,0,0,54:51:00,0:00,0,0:00,No,02:17.6,8,0,Tempo,Mid Distance,"37,clear",Campus,New Balance Fuel Cell Propel
Wednesday,12/16/2020,Running,12/16/2020 6:44,FALSE,Athens Running,3.6,459,0:29:28,156,168,3.1,147,157,8:11,7:19,114,102,1.34,0,0,0,0,0,29:28:00,0:00,0,0:00,No,04:55.7,4,0,Recovery,Short Distance,"39,cloudy",Barnett Shoals,Nike React Miler
Thursday,12/17/2020,Running,12/17/2020 6:30,FALSE,Athens Running,6.23,767,0:44:46,172,183,4.3,151,162,7:11,6:17,383,367,1.48,0,0,0,0,0,44:46:00,0:00,0,0:00,No,01:28.8,7,0,Steady,Mid Distance,"37,clear","Barnett Shoals, Ashton Place, Old Lexington",New Balance Fuel Cell Propel
Friday,12/18/2020,Running,12/18/2020 7:15,FALSE,Athens Running,5,607,0:37:38,162,179,3.6,152,164,7:31,5:46,247,213,1.41,0,0,0,0,0,37:38:00,0:00,0,0:00,No,07:02.9,5,0,Recovery,Mid Distance,"30,clear","Snapfinger, Barnett Shoals",Nike React Miler
Saturday,12/19/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,12/20/2020,Running,12/20/2020 7:57,FALSE,Athens Running,14.01,"1,672",1:56:57,157,177,4.2,146,173,8:21,6:19,742,758,1.32,0,0,0,0,0,1:56:57,0:00,0,0:00,No,00:01.6,15,0,Distance,Long Distance,43,"College Station, Campus",Nike React Miler
